Customer ID,Age,Gender,All Purchases,Email Address,Subscription Status,Payment Method
177,31,Female,4,user7459@example.com,No,Cash
178,45,Female,2,user2204@example.com,Yes,PayPal
179,34,Female,3,user6346@example.com,Yes,Debit Card
180,39,Female,1,user2227@example.com,No,Credit Card
181,22,Male,14,user2062@example.com,Yes,PayPal
182,30,Male,9,user4196@example.com,Yes,Credit Card
183,52,Male,18,user8013@example.com,Yes,Credit Card
184,68,Female,44,user4176@example.com,Yes,PayPal
185,34,Female,2,user4044@example.com,No,Debit Card
186,26,Male,11,user2304@example.com,Yes,Bank Transfer
187,46,Female,9,user2863@example.com,No,Bank Transfer
188,66,Male,17,user1819@example.com,No,Bank Transfer
189,23,Female,2,user3912@example.com,Yes,Cash
190,62,Male,5,user5063@example.com,No,PayPal
191,22,Male,1,user6466@example.com,No,Bank Transfer
192,55,Male,19,user2331@example.com,Yes,PayPal
193,26,Male,6,user2178@example.com,Yes,Cash
194,38,Male,12,user8141@example.com,No,Bank Transfer
195,21,Female,7,user7690@example.com,Yes,Credit Card
196,56,Female,31,user1525@example.com,Yes,Cash
197,27,Male,8,user9170@example.com,No,Debit Card
198,57,Male,5,user7896@example.com,No,Cash
199,49,Female,1,user8756@example.com,No,Debit Card
200,56,Male,6,user8750@example.com,No,Credit Card
201,67,Male,30,user3259@example.com,No,Bank Transfer
202,62,Male,4,user4337@example.com,Yes,PayPal
203,49,Male,3,user9962@example.com,Yes,Cash
204,41,Male,1,user3827@example.com,No,Cash
205,46,Male,2,user3781@example.com,Yes,PayPal
206,40,Male,10,user3084@example.com,Yes,Credit Card
207,29,Male,11,user6686@example.com,Yes,Cash
208,23,Female,1,user3243@example.com,No,PayPal
209,67,Male,1,user6943@example.com,No,Bank Transfer
210,50,Male,11,user7054@example.com,Yes,Credit Card
211,41,Male,19,user5734@example.com,No,Cash
212,25,Male,25,user7032@example.com,No,Bank Transfer
213,18,Female,10,user6907@example.com,No,PayPal
214,62,Female,6,user5988@example.com,No,Debit Card
215,42,Female,6,user5202@example.com,No,Bank Transfer
216,45,Male,6,user4022@example.com,Yes,Credit Card
217,32,Female,7,user9515@example.com,Yes,Bank Transfer
218,53,Female,11,user2726@example.com,No,Bank Transfer
219,52,Male,2,user5202@example.com,Yes,Bank Transfer
220,69,Female,31,user8571@example.com,No,Bank Transfer
221,39,Female,2,user6014@example.com,Yes,Credit Card
222,34,Male,9,user9394@example.com,Yes,Cash
223,28,Male,1,user4291@example.com,Yes,PayPal
224,59,Female,1,user5830@example.com,No,Credit Card
225,40,Male,6,user8569@example.com,Yes,Debit Card
226,30,Female,4,user9798@example.com,Yes,Debit Card
227,64,Female,1,user1575@example.com,Yes,Credit Card
228,43,Female,2,user8296@example.com,No,Cash
229,22,Male,13,user4535@example.com,Yes,Debit Card
230,35,Male,11,user8734@example.com,No,Credit Card
231,59,Female,9,user7570@example.com,Yes,PayPal
232,29,Female,7,user9158@example.com,No,Debit Card
233,63,Male,6,user7112@example.com,No,Credit Card
234,54,Female,9,user3284@example.com,No,Bank Transfer
235,43,Male,3,user7783@example.com,No,Cash
236,48,Male,14,user6726@example.com,Yes,Bank Transfer
237,68,Male,2,user1785@example.com,No,Debit Card
238,64,Female,4,user2006@example.com,No,PayPal
239,52,Male,31,user4316@example.com,No,Bank Transfer
240,22,Male,3,user5779@example.com,No,PayPal
241,35,Female,1,user1114@example.com,Yes,PayPal
242,63,Male,10,user8772@example.com,Yes,Credit Card
243,33,Female,1,user2830@example.com,Yes,Credit Card
244,55,Male,14,user4144@example.com,Yes,PayPal
245,28,Male,4,user7913@example.com,No,PayPal
246,66,Male,1,user2633@example.com,Yes,Cash
247,37,Male,16,user9871@example.com,No,Cash
248,38,Male,9,user3468@example.com,No,Debit Card
249,54,Male,3,user1100@example.com,No,Credit Card
250,56,Female,11,user6413@example.com,No,Bank Transfer
251,42,Male,2,user2434@example.com,Yes,Bank Transfer
252,51,Female,2,user8134@example.com,Yes,PayPal
253,32,Male,25,user8410@example.com,No,Bank Transfer
254,29,Male,17,user3986@example.com,Yes,Cash
255,23,Female,2,user6707@example.com,No,Credit Card
256,35,Female,2,user6701@example.com,Yes,Cash
257,43,Female,9,user3203@example.com,Yes,Debit Card
258,21,Female,3,user7926@example.com,No,Bank Transfer
259,39,Male,1,user1499@example.com,No,Cash
260,65,Female,2,user1424@example.com,No,Cash
261,48,Male,13,user3979@example.com,No,Bank Transfer
262,48,Male,13,user2777@example.com,No,Debit Card
263,25,Male,2,user2452@example.com,No,PayPal
264,34,Male,12,user3774@example.com,Yes,Bank Transfer
265,52,Female,1,user3303@example.com,Yes,Credit Card
266,55,Female,5,user5384@example.com,No,Credit Card
267,41,Male,15,user7093@example.com,No,PayPal
268,53,Female,4,user1036@example.com,Yes,Debit Card
269,37,Male,2,user3348@example.com,Yes,Credit Card
270,41,Male,7,user7067@example.com,No,Bank Transfer
271,57,Male,5,user5818@example.com,Yes,Cash
272,25,Male,1,user9674@example.com,No,Credit Card
273,28,Male,17,user3429@example.com,Yes,Credit Card
274,38,Male,1,user8872@example.com,No,Credit Card
275,69,Female,16,user9747@example.com,No,Cash
276,37,Male,4,user8212@example.com,No,Debit Card
277,33,Male,29,user8718@example.com,Yes,Credit Card
278,29,Male,21,user6495@example.com,No,Cash
279,47,Female,20,user8373@example.com,No,PayPal
280,53,Male,1,user6541@example.com,No,Credit Card
281,26,Male,10,user9597@example.com,Yes,Credit Card
282,21,Male,6,user6881@example.com,No,Credit Card
283,37,Male,2,user6892@example.com,Yes,PayPal
284,64,Male,1,user8237@example.com,Yes,PayPal
285,27,Male,1,user8046@example.com,No,Debit Card
286,38,Male,2,user1338@example.com,Yes,Debit Card
287,23,Male,13,user8982@example.com,Yes,Debit Card
288,30,Male,2,user2567@example.com,No,PayPal
289,59,Male,4,user5704@example.com,Yes,Bank Transfer
290,56,Female,5,user2389@example.com,No,Bank Transfer
291,40,Male,6,user5087@example.com,Yes,Bank Transfer
292,30,Female,46,user6714@example.com,Yes,PayPal
293,48,Female,1,user1205@example.com,No,Credit Card
294,49,Female,6,user2340@example.com,Yes,Credit Card
295,59,Male,10,user9013@example.com,Yes,Debit Card
296,19,Male,8,user1505@example.com,Yes,Bank Transfer
297,69,Male,1,user5491@example.com,No,Debit Card
298,67,Female,1,user4521@example.com,Yes,Cash
299,57,Female,4,user3434@example.com,Yes,Cash
300,30,Female,3,user4932@example.com,Yes,Debit Card
301,23,Female,12,user8654@example.com,No,Debit Card
302,40,Male,2,user9091@example.com,No,Debit Card
303,59,Male,1,user2195@example.com,Yes,Debit Card
304,36,Male,8,user6836@example.com,No,Debit Card
305,49,Male,15,user2536@example.com,No,PayPal
306,39,Male,4,user3048@example.com,Yes,Credit Card
307,40,Female,8,user2515@example.com,No,Cash
308,39,Male,1,user7965@example.com,No,Cash
309,47,Female,2,user8463@example.com,No,Debit Card
310,42,Male,9,user9699@example.com,Yes,PayPal
311,19,Male,1,user3502@example.com,Yes,PayPal
312,42,Female,3,user8293@example.com,Yes,Bank Transfer
313,52,Female,1,user1705@example.com,Yes,Bank Transfer
314,62,Female,13,user7583@example.com,Yes,Cash
315,25,Male,1,user2729@example.com,Yes,Bank Transfer
316,41,Male,6,user1872@example.com,Yes,Debit Card
317,58,Female,1,user5871@example.com,No,Bank Transfer
318,52,Male,1,user9900@example.com,Yes,Bank Transfer
319,24,Male,3,user2632@example.com,No,Credit Card
320,56,Female,10,user3369@example.com,Yes,Cash
321,25,Male,25,user1106@example.com,No,Cash
322,37,Female,1,user8874@example.com,No,Cash
323,32,Female,1,user3721@example.com,Yes,Cash
324,64,Female,8,user5535@example.com,Yes,Cash
325,21,Male,11,user3287@example.com,Yes,Bank Transfer
326,68,Female,9,user5515@example.com,Yes,PayPal
327,33,Female,14,user4500@example.com,No,Bank Transfer
328,22,Male,3,user5679@example.com,No,Credit Card
329,59,Female,4,user6990@example.com,Yes,Credit Card
330,37,Male,8,user8642@example.com,No,Cash
331,20,Male,8,user6815@example.com,No,Bank Transfer
332,66,Male,13,user7596@example.com,No,Credit Card
333,65,Male,3,user2406@example.com,No,Cash
334,68,Male,7,user1880@example.com,Yes,Debit Card
335,68,Female,7,user9102@example.com,No,Cash
336,41,Female,8,user2894@example.com,Yes,Bank Transfer
337,21,Male,7,user8537@example.com,No,Credit Card
338,62,Male,2,user1588@example.com,Yes,Credit Card
339,26,Female,5,user1504@example.com,No,PayPal
340,35,Female,4,user2034@example.com,No,Credit Card
341,60,Female,16,user3013@example.com,Yes,Bank Transfer
342,50,Female,32,user5887@example.com,Yes,PayPal
343,44,Female,5,user6914@example.com,No,Bank Transfer
344,21,Female,4,user8339@example.com,Yes,Credit Card
345,65,Male,8,user6410@example.com,No,Credit Card
346,69,Male,2,user3866@example.com,No,Credit Card
347,62,Female,4,user2472@example.com,Yes,Credit Card
348,43,Male,8,user8971@example.com,No,Debit Card
349,21,Male,1,user6515@example.com,Yes,PayPal
350,43,Female,4,user5062@example.com,No,Credit Card
351,69,Male,1,user3886@example.com,Yes,Bank Transfer
352,67,Male,1,user5156@example.com,Yes,Cash
353,30,Female,2,user4807@example.com,Yes,Credit Card
354,56,Male,1,user4193@example.com,No,Debit Card
355,33,Female,6,user2344@example.com,No,Debit Card
356,55,Male,3,user3280@example.com,No,Credit Card
357,57,Female,6,user2075@example.com,No,Cash
358,69,Male,7,user1190@example.com,No,Credit Card
359,54,Male,1,user2471@example.com,Yes,Debit Card
360,61,Male,27,user9641@example.com,Yes,Credit Card
361,67,Male,1,user4091@example.com,Yes,Credit Card
362,68,Male,2,user2230@example.com,No,Credit Card
363,59,Female,6,user9428@example.com,No,PayPal
364,40,Male,6,user6002@example.com,Yes,Bank Transfer
365,32,Male,10,user1156@example.com,Yes,Debit Card
366,47,Female,6,user7637@example.com,Yes,Credit Card
367,69,Female,5,user3056@example.com,Yes,Cash
368,37,Female,1,user8816@example.com,Yes,Cash
369,45,Female,4,user5944@example.com,No,Bank Transfer
370,42,Male,10,user2783@example.com,Yes,Cash
371,68,Female,5,user3487@example.com,Yes,PayPal
372,52,Male,6,user3445@example.com,No,Bank Transfer
373,24,Female,1,user9455@example.com,Yes,Debit Card
374,19,Male,2,user9500@example.com,Yes,Debit Card
375,47,Male,12,user2358@example.com,Yes,PayPal
376,56,Male,3,user8184@example.com,Yes,PayPal
377,30,Male,4,user6414@example.com,No,Bank Transfer
378,68,Female,2,user9910@example.com,Yes,Debit Card
379,51,Female,2,user3710@example.com,No,PayPal
380,27,Male,8,user5882@example.com,No,Credit Card
381,30,Female,9,user1436@example.com,Yes,Bank Transfer
382,51,Male,22,user1589@example.com,No,Debit Card
383,31,Female,8,user9297@example.com,Yes,PayPal
384,66,Female,3,user8075@example.com,No,Bank Transfer
385,55,Female,1,user1219@example.com,No,Debit Card
386,36,Male,10,user9392@example.com,Yes,Cash
387,40,Male,2,user8387@example.com,Yes,Credit Card
388,58,Male,1,user2582@example.com,Yes,Credit Card
389,30,Male,1,user1823@example.com,Yes,Credit Card
390,31,Female,1,user4769@example.com,Yes,Credit Card
391,65,Male,17,user4409@example.com,No,Credit Card
392,47,Female,3,user2955@example.com,No,Credit Card
393,20,Female,1,user1619@example.com,No,Credit Card
394,33,Male,6,user6728@example.com,Yes,Debit Card
395,67,Male,9,user9959@example.com,Yes,Debit Card
396,45,Female,1,user2722@example.com,No,PayPal
397,49,Female,6,user2986@example.com,Yes,Bank Transfer
398,64,Female,1,user4206@example.com,No,PayPal
399,25,Male,1,user7731@example.com,Yes,Debit Card
400,62,Female,1,user2497@example.com,Yes,PayPal
401,30,Female,1,user7006@example.com,No,Cash
402,66,Male,1,user2857@example.com,Yes,Cash
403,45,Female,1,user1559@example.com,No,Bank Transfer
404,64,Female,1,user4979@example.com,No,Cash
405,24,Female,1,user7324@example.com,Yes,Bank Transfer
406,27,Female,1,user1389@example.com,Yes,PayPal
407,34,Male,1,user2043@example.com,No,Bank Transfer
408,54,Female,15,user9828@example.com,Yes,Cash
409,53,Male,1,user7597@example.com,Yes,Bank Transfer
410,23,Male,1,user1719@example.com,No,Cash
411,25,Female,7,user3586@example.com,Yes,Bank Transfer
412,18,Male,1,user4956@example.com,No,Debit Card
413,23,Female,3,user6752@example.com,Yes,Debit Card
414,39,Male,4,user7519@example.com,No,Debit Card
415,36,Male,4,user9381@example.com,Yes,Debit Card
416,46,Male,15,user7724@example.com,Yes,PayPal
417,62,Male,31,user5793@example.com,No,Debit Card
418,65,Female,2,user9304@example.com,No,Bank Transfer
419,20,Male,2,user5746@example.com,Yes,Bank Transfer
420,53,Male,26,user5037@example.com,Yes,Debit Card
421,39,Male,4,user6862@example.com,Yes,Cash
422,34,Female,14,user9947@example.com,No,Credit Card
423,18,Male,6,user2117@example.com,Yes,Cash
424,36,Male,10,user4853@example.com,Yes,Credit Card
425,60,Female,8,user7351@example.com,Yes,Debit Card
426,69,Male,8,user1977@example.com,Yes,Credit Card
427,26,Male,3,user8936@example.com,No,Bank Transfer
428,46,Female,5,user3005@example.com,No,Cash
429,37,Male,8,user5986@example.com,Yes,Debit Card
430,57,Male,1,user1841@example.com,No,Credit Card
431,24,Male,2,user7626@example.com,No,Cash
432,25,Female,1,user8495@example.com,Yes,PayPal
433,55,Male,21,user1555@example.com,Yes,Credit Card
434,52,Female,2,user1484@example.com,Yes,PayPal
435,43,Male,6,user6174@example.com,No,Bank Transfer
436,67,Male,1,user2133@example.com,No,Bank Transfer
437,49,Female,3,user1418@example.com,Yes,PayPal
438,52,Female,2,user9478@example.com,No,Debit Card
439,49,Female,4,user8593@example.com,Yes,PayPal
440,26,Male,3,user7561@example.com,Yes,Debit Card
441,49,Female,9,user5633@example.com,No,PayPal
442,43,Female,1,user8605@example.com,Yes,Credit Card
443,30,Male,6,user8395@example.com,No,PayPal
444,23,Male,6,user7237@example.com,Yes,Bank Transfer
445,21,Male,2,user1885@example.com,Yes,Cash
446,24,Female,3,user1399@example.com,Yes,Cash
447,46,Female,2,user7811@example.com,No,Debit Card
448,60,Male,2,user2600@example.com,Yes,PayPal
449,38,Male,2,user3373@example.com,Yes,Bank Transfer
450,28,Male,1,user4587@example.com,Yes,Cash
451,63,Female,16,user8610@example.com,No,Cash
452,30,Female,2,user5220@example.com,Yes,Debit Card
453,46,Female,4,user1966@example.com,No,Bank Transfer
454,23,Female,9,user7684@example.com,Yes,Debit Card
455,32,Female,2,user9854@example.com,Yes,Credit Card
456,33,Male,15,user9602@example.com,No,Credit Card
457,63,Male,2,user2382@example.com,No,Cash
458,30,Male,2,user6773@example.com,No,PayPal
459,59,Male,9,user6291@example.com,Yes,Credit Card
460,26,Male,13,user7022@example.com,Yes,Credit Card
461,62,Female,4,user5532@example.com,No,Bank Transfer
462,35,Male,40,user3786@example.com,Yes,Debit Card
463,53,Female,6,user9120@example.com,Yes,Debit Card
464,49,Female,6,user9316@example.com,No,Bank Transfer
465,45,Female,5,user1999@example.com,Yes,PayPal
466,66,Male,12,user4580@example.com,Yes,PayPal
467,57,Male,2,user9487@example.com,No,Credit Card
468,68,Male,1,user3107@example.com,Yes,Credit Card
469,58,Female,4,user4566@example.com,No,Bank Transfer
470,19,Male,3,user3114@example.com,No,Bank Transfer
471,21,Female,5,user1234@example.com,No,Cash
472,19,Female,8,user7751@example.com,No,Debit Card
473,26,Female,6,user9968@example.com,Yes,PayPal
474,36,Male,9,user9713@example.com,No,Cash
475,21,Male,2,user9109@example.com,No,PayPal
476,57,Male,4,user4323@example.com,Yes,PayPal
477,56,Female,4,user4851@example.com,Yes,Credit Card
478,41,Male,16,user7115@example.com,Yes,Cash
479,50,Male,4,user2020@example.com,No,Debit Card
480,20,Male,7,user8215@example.com,Yes,Cash
481,38,Female,12,user9468@example.com,Yes,Bank Transfer
482,52,Male,10,user6302@example.com,No,PayPal
483,59,Female,3,user9205@example.com,Yes,Debit Card
484,57,Female,5,user1173@example.com,Yes,Debit Card
485,20,Male,17,user8644@example.com,Yes,PayPal
486,30,Male,15,user3718@example.com,No,Debit Card
487,28,Male,5,user8968@example.com,Yes,Credit Card
488,59,Female,10,user7883@example.com,Yes,Debit Card
489,24,Male,5,user7061@example.com,Yes,Debit Card
490,47,Male,13,user9730@example.com,No,Cash
491,51,Male,1,user6235@example.com,No,Cash
492,42,Female,3,user7489@example.com,Yes,Bank Transfer
493,22,Male,25,user6825@example.com,No,Credit Card
494,46,Female,3,user9555@example.com,Yes,Bank Transfer
495,32,Female,3,user4701@example.com,Yes,PayPal
496,42,Female,2,user9417@example.com,Yes,Cash
497,37,Male,3,user4089@example.com,Yes,Cash
498,21,Male,23,user6200@example.com,No,PayPal
499,29,Female,2,user4186@example.com,No,Debit Card
500,68,Female,2,user2738@example.com,Yes,Cash
501,60,Male,31,user1424@example.com,Yes,Credit Card
502,22,Female,2,user1158@example.com,No,Cash
503,21,Female,6,user7554@example.com,No,Debit Card
504,41,Male,6,user4494@example.com,Yes,Cash
505,51,Female,5,user9073@example.com,No,Bank Transfer
506,18,Male,4,user7236@example.com,No,Cash
507,24,Male,3,user8409@example.com,Yes,Credit Card
508,65,Male,10,user3820@example.com,No,Credit Card
509,45,Male,5,user5034@example.com,No,PayPal
510,67,Male,2,user3581@example.com,Yes,PayPal
511,68,Female,4,user6122@example.com,Yes,Cash
512,42,Female,27,user8435@example.com,Yes,Debit Card
513,55,Male,33,user2326@example.com,No,Debit Card
514,25,Female,23,user5117@example.com,Yes,Debit Card
515,50,Female,2,user4385@example.com,No,Debit Card
516,20,Female,6,user8438@example.com,Yes,Debit Card
517,31,Female,7,user5623@example.com,Yes,Cash
518,38,Male,13,user3399@example.com,Yes,PayPal
519,63,Female,4,user7523@example.com,Yes,Credit Card
520,67,Female,7,user2564@example.com,Yes,PayPal
521,31,Female,2,user2390@example.com,Yes,Debit Card
522,25,Male,19,user5051@example.com,Yes,Credit Card
523,31,Male,7,user6297@example.com,No,PayPal
524,29,Male,3,user6173@example.com,Yes,Cash
525,26,Female,26,user2202@example.com,No,Credit Card
526,67,Female,16,user5377@example.com,No,Debit Card
527,52,Male,1,user8140@example.com,No,Bank Transfer
528,35,Male,2,user8898@example.com,Yes,Bank Transfer
529,57,Female,5,user8784@example.com,No,Debit Card
530,48,Male,4,user2525@example.com,No,Credit Card
531,59,Male,12,user6935@example.com,Yes,PayPal
532,19,Female,2,user3577@example.com,Yes,Bank Transfer
533,39,Male,7,user1062@example.com,Yes,Bank Transfer
534,19,Female,11,user6047@example.com,No,Debit Card
535,37,Male,2,user9499@example.com,No,PayPal
536,69,Female,6,user3749@example.com,No,Cash
537,49,Male,6,user3550@example.com,No,Credit Card
538,30,Male,3,user3826@example.com,Yes,Debit Card
